treespec,prod_wd,unit,bark,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 
TOTAL,RW_IN,THS_M3,OVBK,LT	4940.36 	5556.21 	5907 	5395 	5261 	4857.79 	5216.7 	5216.7 	5328.44 	6033.86 	5817 	4149.8 	4754.6 	5528.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,OVBK,LU	341.89 	376.11 	427.51 	350.51 e	305.86 	358.13 	: 	: 	292.59 	281.98 	298.44 	283 	389.01 	297.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,OVBK,LV	14431.38 	13912.51 	13594.4 	12410.95 	12508.73 	12508.73 	12744.98 	12082.02 	12492.25 	13134.41 	11567.07 	9783.67 	9192.21 	12482.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,OVBK,MT	: 	0 	0 	0 	0 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,OVBK,NL	800.43 	897.44 	926.35 	993.04 	1156.26 	1008.9 	: 	: 	803.1 	836.7 	956.71 	878.71 	1000.39 	886.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,OVBK,NO	11281.18 	12157.7 	11919.48 	11563 	11354.2 	11191.22 	10802.93 e	9935.91 	9673.76 	9360.79 	9162.02 	7304.17 	8886.7 	9443.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,OVBK,PL	39862.1 	42439.12 	45959.54 	44511.57 	41225.18 	39860.97 	39637.34 	37546.3 	35553.6 	35774.43 	34822.07 	33858.01 	33851.71 	36067.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,OVBK,PT	15151.67 	15739.56 	15760.3 	16333.47 	15677.92 	13861.82 	12400.02 	11975.28 	0 	9922.01 	11427.45 	11321 	12023.83 	12880.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,OVBK,RO	13376.97 	10712.87 	10997.83 	9930.2 	10959.63 	10799.45 	11042.54 	10853.26 	11972.19 	11902.56 	12184.8 	9626.4 	10390 	13100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,OVBK,SE	78700 p	78700 	77191.68 	77178 	81480 	80760 	80880 	76440 	76320 	79200 	79560 	65425 	71725 	82422 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,OVBK,SI	3090.77 	3849.33 	4324.91 	3821.83 	4528.64 	4190.77 	3855.91 	2515.6 e	2440.44 	2257.46 	2026.05 	2141.36 	2269.79 	2356.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,OVBK,SK	7805.34 	9444.35 	10263.52 	10004.41 	10007.78 	9679.3 	9840.49 	8477.74 	8724.1 	9598.3 	10179.88 	9461.41 	9700.45 	8592.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,OVBK,UK	: 	9308.1 	9715.57 	9886.46 	9951.34 	9692.04 	10487.02 	10354.96 	9844.72 	9843.9 	9340.35 	8554.3 	8805.12 	9592.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,AT	11462.46 	13324.68 	13948.84 	12738.41 	12173 	12570.46 	12029.72 	12432.76 	12831.22 	13630.53 	13281.44 	12143.89 	16771.74 	16520.96 	14430 	12786 	12943 	13719 	11810 	10562 	10416 	10988 	10858 	11902 	11812 	11346 	11701 	9707 	9855 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,BE	4114.64 e	4114.64 e	4114.64 e	4114.64 p	: 	: 	: 	: 	: 	4235.25 	4113.9 	3670 	4000 	4275 	4405 	4300 	4250 	4215 	3950 	3665 e	3960 e	3850 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,BG	3071.71 	3454.44 	3679.9 	3416.01 	3481 	3523.9 	3036.38 	3396.04 	: 	3364 	3011 	2224 	3379 	3170 	3107 	3183.67 	3076.67 	2645.89 	2645.89 	2356.89 	2676.9 	3250.67 	1842.67 	1862 	2020 	1970 	1798 	1837 	1675 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,CH	2806.98 	2653.59 	3239.19 	2839.22 	2672 	2772.38 	3065.87 	2923.8 	2938.34 	3322.09 	3439.39 	3287.11 	3755.47 	4298.04 	4284.5 	4033.82 	3984 	3800 	3566 	4540 	7612 	3756 	3476 	3546 	3211 	3916 	3821 	3571 	3708 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,CY	2.26 	1.98 	2.11 	1.91 	3 	3.11 	3.98 	3.73 	: 	: 	5.33 	6.16 	13.13 	11.94 	4.57 	5.8 	6.77 	7.72 	10.21 	11.76 	15.15 	28.41 	27.03 	31.3 	35.2 	37.1 	35.9 	39 	33.6 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,CZ	: 	26664 	21443 	17011 	15273 	13827 	13365 	13149 	13041 	13467 	14771 	13769 	14307 	16738 	16333 	14285 	14411 	13960 	13534 	13364 	13501 	13363 	13171 	12881 	11882 	11716 	11172 	9706 	8820 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,DE	61789.52 e	54123.51 e	52873.68 e	43328.44 e	42780 	45118.97 	43242.54 	42052.18 	42862.6 e	45358.22 	45387.84 	38986.66 	46806 	68029 	54000 	50905 	48657 	45415 	37755 	36502 	51088 	35063 	36441 	35488 	34538 	36914 	36018 	29357 	29159 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,DK	: 	: 	: 	: 	1468.17 	1468.17 	1230.13 	1230.13 	: 	1467.94 	1589.93 	1707 	1680 	1460 	1196 	1681.6 	568 	810.39 	789.04 	996 	2491 e	1215 	1066 	1644 	1797 	1797 	1797 	1818 	1743 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,EE	6502.05 	6715 	7469.62 	7002.2 	7027 	6440.03 	5743.18 	5215.5 	5364 	5229 	5256 	4104 e	3708 	3510 	4300 	4450 	5500 	8400 	8600 	8320 	7270 	5900 	5368 	4135 	3297 	3136 	3006 	1391 	1339 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,EL	: 	: 	: 	323.38 p	: 	: 	: 	327.52 	: 	339.15 	336.48 	286.62 	507.4 	948.08 	461.96 	518.53 	468.68 	599.25 	498.3 	514.93 	643.53 	811.75 	495 	649 	674 	631 	737 	699 	684 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,ES	13880.63 e	15404.73 	15457.14 	14642.34 	13325 	12904.62 	12686.34 	12124.57 e	11626.8 	11527.77 	10969.4 	11900.04 	14427.37 	12546 	14109 	13351 	14235 	14075 	13850 	13276 	12721 	13160 	13164 	12433 	12433 	12997 	12990 	11419 	11624 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,EU27_2020	374842.83 s	383471.09 s	381736.96 s	354522.9 s	347735.67 	340940.45 	336176.09 s	323724.59 s	320694.85 s	331646 s	329622.13 s	295804.93 s	329189.63 s	373711.75 s	332790.9 s	363265.15 s	333089.77 	327886.13 	314406.62 	305442.18 s	334290.6 s	295901.45 s	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,EU28	: 	391778.86 s	390409.15 s	363347.71 s	356616.93 e	349591.11 e	345266.73 e	332967.79 e	329482.39 e	340432.67 e	337959.29 	303440.25 	337048.98 	382273.75 	340897.89 	371467.14 	341185.76 	335729.13 	321966.61 	313094.18 	341852.6 	303446.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,FI	51296.26 	55653.63 	60530.43 	55330 	54326.74 	51446.44 	49201.63 	49331.4 	44614.13 	45526.18 	45419.66 	36151.22 	45460.16 	51405.73 	45521.31 	47115.99 	49280.86 	49246 	48529 	47727 	50147.07 	49594 	49540.86 	47757 	42178 	46124 	44644 	38083 	35604 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,FR	24258.63 e	25444.86 e	25720.65 	25360.66 	25315 	25050.04 	25750.29 	24451.17 	24945.18 	28387.15 p	29634.24 	29080.77 	27724.44 	29816.65 	28591.8 	27943.72 	28186.22 	27458.78 	29383.66 	33791.77 	39476.05 	29855.42 	29424.33 	28924.17 	27594.06 	30206.12 	29228.19 	26597.47 	29284.85 	30318.74 	31198.44 	30848.04 	29592.29 
TOTAL,RW_IN,THS_M3,UNBK,HR	3026.95 	3194.85 	3214.38 	2984.69 	3397 	3409.73 	3625.67 	4036 	4157 	3836 e	3421 e	3380 e	3706 e	3449 	3537 	3110 	2887 	2868 	2886 	2721 	2693 	2392 	2291 	2044 	1708 	1744 	1804 	1741 	1421 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,HU	2456.87 	2891.61 	3038.03 	2862.44 	2950 	3064.8 	: 	3168.73 	2987.2 	3017.59 	2746.29 	2364.7 	2715 	2761 	2667 	2804 	2987.9 	3004 	3438.2 	3492 	3305.1 	2655 	2296 	2342 	1800 	2383 	2461 	2266 	2831 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,IE	: 	: 	3329.8 	2734.06 	2734 	2705.2 	2621.73 	2550.25 	2375.65 	2440.78 	2436.98 	2261.5 	2180 	2678 	2655 	2629 	2542.49 	2653.2 	2612.1 	2423 	2600.1 	2520 	2193 	2117 	2225 	2140 	1958 	1764 	1910 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,IS	: 	1 	1 	: 	: 	: 	: 	: 	2.73 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,IT	5002.08 e	7527.55 e	2206.62 ep	2212 	2219 p	2048.46 	2041.5 	: 	: 	2355.98 	2647.23 	2728.08 	2993.68 	2991.11 	3012.75 	3017.39 	2883.32 	2639 	2628 	2949 	3649 	4213 	4367 	3924 	4163 	4473 	3984 	4120 	3525 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,LI	4.68 	4.6 	8.16 	4.92 	4 	4.37 	6.73 	14.33 	7.2 	8 	9 	10 	13.55 	12 	12 	: 	: 	: 	: 	: 	: 	: 	9 	9 	9 	14 	21 	11 	12 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,LT	4372 	4917 	5233 	4780 	4662 	4304 	5035 	4622 	4721 	5346 	5153.86 	3676.72 	4212.58 	4890 	4640 	4915 	4860 	4955 	4820 	4220 	4050 	3800 	3709 	4000 	4310 	4870 	2256 	549 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,LU	290.6 	319.7 	363.38 	297.93 e	306 	: 	: 	: 	: 	243.91 	258.15 	257.27 	332.25 	270.25 e	254.78 e	236.83 e	263.86 	238.9 	241.32 	250.93 	241.7 e	241.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,LV	12726.7 	12267.07 	11991.96 	10996.15 	11094 	11094.42 	11586.34 	: 	11356.59 	11649.11 	10221.82 	8706.03 	8207.33 	11144.9 	11865.6 	11892.6 	11784 	11925 	12267.9 	11261 	12624 	11518 	7185 	6057 	5550 	5690 	4590 	3831 	1771 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,MT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,NL	662.4 	742 	766.41 	818.89 	952 	848.7 	894.14 	732 	664.7 	691.8 	790.59 	726.13 	827.1 	732.05 	816.68 	820 	736 	754 	703 	729 	879 	882 	873 	986 	829 	941 	863 	900 	1092 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,NO	10241.69 	11038.7 	10835.89 	10491 	10304 	10158.7 	9808.07 	9019.48 	8787.41 	8506.29 	8322.43 	6630.83 	8070.78 	8211.91 	7282.48 	8489.96 	7353 	6989 	7462.89 	7884.54 	7477.79 	7706.4 	7670.1 	8257 	7956 	8575 	8274 	9253 	9200 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,PL	35879.48 	38199.03 	41367.72 	40064.42 	37106 	35878.46 	35677.17 	33795.05 	32972.29 	32200.21 	31343 	30475.26 	30469.59 	32460.96 	28766.8 	28531.3 	29337 	27204 	24995 	23375 	24489 	22842 	21793 	20097 	18824 	19240 	16711 	15940 	15720 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,PT	11803.44 	12256.2 	12045.61 	12516.83 	11990 	10702.08 	10552.37 	10009.59 	10110.81 	10361.42 	9048.36 	8964.07 	9568.75 	10222.89 	10204.64 	10146.24 	10269 	9073 	8142 	8346 	10231 	8378 	7948 	8428 	8428 	8850 	9319 	9707 	9778 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,RO	11628.68 	10185.91 	10436.1 	9577.75 	9953 	10235.4 	10470.62 	10091.48 	11050.34 	10344.45 	10548.05 	8587.3 	9517.3 	11572 	9454 	11542 	12794 	12537 	12092 	9806 	10116 	9483.5 	8629 	9837 	9441 	10015 	9640 	7740 	10440 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,SE	69000 p	69000 	67712 	67700 	67900 	67300 	67400 	63700 	63599 	66000 	66300 	59200 	64900 	72300 	58700 	92300 	61400 	61200 	60700 	57300 	57400 	52800 	54700 	56400 	52500 	59800 	52100 	50200 	49720 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,SI	2817.13 	3501.25 	3921.16 	3470.21 	4110 	3812.21 	3510.68 	2288.16 e	2220.1 	2051.7 	1841.4 	1947.62 	2061.77 	2093.37 	2195.57 	1789.48 	1826 	2232 	2003 	1962 	1721 	1563 	1594 	1662 	1629 	1639 	1709 	958 	1151 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,SK	6924.13 	8357.24 	9079.23 	8770.38 	8752 	8434.81 	8607.92 	7372.8 	7614.6 	8569.91 	9089.18 	8500.89 	8714.04 	7714.86 	7561.44 	9005 	6936 	6051 	5523 	5519.9 	5886 	5534 	5270 	5604 	4956 	4887 	4688 	4759 	4203 	: 	: 	: 	: 
TOTAL,RW_IN,THS_M3,UNBK,UK	: 	8307.77 	8672.19 	8824.81 	8882 	8650.67 	9361.04 	9243.18 	8787.55 	8786.67 	8337.16 	7635.33 	7859.36 	8562 	8107 	8202 	8096 	7843 	7560 	7652 	7562 	7545 	7366 	7606 	7266 	7917 	7691 	6532 	6314 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,AT	9524.95 	11054.85 	11642.83 	10679.67 	10087.02 	10629.67 	9917.85 	10437.63 	10812.12 	11631.98 	11387.47 	10197.49 	14741.79 	14964.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	3016.6 	2930.17 	2552 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,BG	1558.98 	1715.96 	1744.79 	1550.03 	1687.23 	1851.01 	1611.1 	1759.8 	1676 	1713.9 	1491.3 	1079 	1784 	1495 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,CH	2534.51 	2409.72 	2960.72 	2598.03 	2431.87 	2539.57 	2557.54 	2714.39 	2710.25 	3099.44 	3233.54 	3125.51 	3555.4 	4002.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,CY	: 	: 	: 	: 	: 	: 	0 	0 	5.46 	6.06 	6.62 	7.62 	16.1 	14.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,CZ	: 	: 	: 	: 	: 	: 	: 	: 	10832.03 	9804.2 	10414.2 	9737.2 	9820.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,DE	: 	: 	: 	: 	: 	: 	: 	: 	29612.5 	32269.72 	33002.98 	28270.47 	34749.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,DK	: 	: 	: 	: 	1053.8 	1053.8 	: 	: 	: 	877.14 	950.03 	996.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,EE	4635 	4787 	5330 	4994 	4880 	4490 	4170 	3850 	3700 	3700 	3680 	2730 e	2480 	2350 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,EL	: 	: 	: 	: 	: 	: 	: 	: 	294.39 	314.18 	402.79 	457.76 	470.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,ES	4716.19 e	6201.93 	6269.81 	6373.39 	4440.21 	4366.5 	4383.66 	3405.05 	4051.55 	3102.97 	4102.59 	3953.16 	6258.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,FI	25045.1 p	26092.2 	29652.37 	27501.95 	26301.02 	24873.16 	24352.12 	24088.07 	21720.9 	22080.96 	21863.21 	17089.94 	21808.71 	28885 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,FR	18586 e	19558.11 e	20041.89 	19431.06 	19346.74 	18859.93 	19343.9 	18535.15 	18217.81 	20996 	21085.59 	22493.32 	21134.55 	22770.52 	21487.34 	20598.7 	20884.54 	20815.23 	22609.94 	26571.52 	32186.62 	23162.3 	22942.1 	22065.3 	21397.25 	22640.3 	21874.87 	20522.51 	22363.47 	23777.14 	25391.06 	23866.74 	22928.12 
TOTAL,RW_IN_LG,THS_M3,OVBK,HR	: 	: 	: 	: 	: 	: 	: 	2671 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,HU	1403.32 	1549.79 	1634.28 	1456.36 	1373.27 	1413.22 	1344.25 	1424.22 	1453.16 	1496.91 	1308.7 	1184.8 	2124.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,IE	: 	: 	2099.8 	2146.6 	1911.88 	1715.26 	1691.04 	1619.36 	1560.08 	1530.54 	1567.54 	1646.3 	1495 	1898 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,IS	: 	0 	1.2 	1.3 	: 	: 	: 	: 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,IT	3743.12 e	6203.66 e	2152.09 ep	2158 	1176.83 p	1279.58 	1313.33 	: 	1180.54 e	1180.54 	1751.91 	1254.17 	1468.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,LI	4.51 	5.04 	8.9 	5.39 	4.11 	4.82 	7.42 	: 	8 	8.9 	9 	10 	11 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,LT	3426.16 	4008.11 	4177 	4045 	3943 	3585.78 	3861.17 	3861.17 	3832.96 	4083.52 	4131 	3094.4 	3252 	3767.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,LU	95.07 	117.23 	160.33 	128.97 e	119.22 	130.1 	: 	: 	156.13 	150.46 	159.25 	153.31 	199.31 	167.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,LV	8306.88 	8191.51 	8385.83 	7958.73 	7918.17 	7918.17 	7613.1 	7299.81 	7694.06 	8529.16 	7495.22 	7000.31 	5416.56 	7523.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,MT	: 	0 	0 	0 	0 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,NL	261.62 	298.61 	345.76 	383.16 	471.64 	470.3 	4.82 	7.42 	398.7 	396.3 	468.95 	430.71 	507.15 	481.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,NO	6003.77 	6613.62 	6657.15 	6374.96 	6008.9 	5995.94 	5835.42 	5200.26 	4906.47 	4769.63 	4812.66 	3366.12 	4366.37 	5006.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,PL	18790.5 	18886.67 	19768.81 	19864.02 	18660.53 	18222.23 	18179.37 	16963.38 	16192.9 	16355.75 	15909.43 	15114.19 	15707.65 	17524.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,PT	2564.8 	2591.99 	2988.05 	2715.21 	2957.98 	2783.4 	2064.38 	2035.26 	0 	2685.78 	3426.68 	3394.76 	3146.03 	3553.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,RO	11023.88 	8615.66 	8895.17 	8141.04 	9122.12 	9117.76 	9439.26 	9252.46 	10317.18 	8865.01 	9405.37 	8095.4 	9012.4 	11004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,SE	42430 p	42630 	41724 	41952 	43080 	43080 	44520 	38280 	39240 	40560 	42120 	33130 	35220 	45372 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,SI	2173.82 	2733.99 	3134.45 	2758.56 	3305.32 	2796.86 	2338.77 e	1870.46 	1811.75 	1743.83 	1600.56 	1668.35 	1858.79 	1925.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,SK	4434.51 	5640.11 	6100.12 	5738.28 	5654.46 	5394.1 	5941.1 	4984.9 	5071.22 	5911.91 	6260.27 	5275.6 	6016.24 	5409.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,OVBK,UK	: 	6752.84 	7245.26 	7533.25 	7453.54 	7090.54 	7703.67 	7406.78 	6897.61 	6712.27 	6433.55 	5835.16 	5708.11 	6403.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,AT	8504.42 	9870.4 	10395.38 	9535.42 	9006 	9490.78 	8855.23 	9319.32 	9653.68 	10385.69 	10167.38 	9104.91 	13162.31 	13361.25 	11487 	9892 	10021 	10578 	9183 	8057 	8033 	8067 	8165 	8530 	8194 	8081 	8549 	6909 	6813 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,BE	: 	: 	: 	2598.14 p	: 	: 	: 	: 	: 	2677.32 	2600.61 	2320 	2520 	2700 	2800 	2690 	2700 	2690 	2575 	2370 e	2660 e	2550 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,BG	1417.26 	1559.96 	1613.45 	1409.12 	1502 	1648.04 	1432.16 	1563.54 	: 	1520 	1320 	952 	1579 	1495 	1300 	1367 	1334 	1581 	1581 	1292 	1626 	2218 	785 	810 	869 	877 	870 	802 	778 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,CH	2307.86 	2194.58 	2695.78 	2366.32 	2215 	2312.98 	2577.39 	2471.44 	2467.99 	2822.25 	2944.27 	2846.19 	3203.35 	3648.28 	3629.93 	3421.17 	3424 	3300 	3046 	3921 	6801 	3294 	2992 	2992 	2663 	3304 	3234 	2907 	2917 	: 	: 	: 	: 
